character,romaji,meaning
彼らはバレーボールをやっている。,kare ra ha bareebooru wo yatsu te iru .,They are playing volleyball.
彼らはパレードの跡を追った。,kare ra ha pareedo no ato wo otsu ta .,They went after the parade.
彼らははるばるブラジルからやってきた。,kare ra ha harubaru burajiru kara yatsu te ki ta .,They came all the way from Brazil.
彼らはバリケードをつくって部屋の中に閉じこもった。,kare ra ha barikeedo wo tsukutsu te heya no naka ni tojikomotsu ta .,They barricaded themselves in the room.
彼らはハチのようにせっせと働いた。,kare ra ha hachi no you ni sesseto hatarai ta .,They worked like bees.
彼らはバスを待っているのではない。,kare ra ha basu wo matsu te iru no de ha nai .,They aren't waiting for the bus.
彼らはバスに乗りこんだ最初の人たちだった。,kare ra ha basu ni norikon da saisho no nin tachi datsu ta .,They were the first to get into the bus.
彼らはバスで博物館に行きましたか。,kare ra ha basu de hakubutsu kan ni iki mashi ta ka .,Did they go to museum by bus?
彼はバスで通学しています。,kare ha basu de tsuugaku shi te i masu .,He goes to school by bus.
彼らはバスから降りた。,kare ra ha basu kara ori ta .,They got off the bus.
彼らはバスで公園へ来るでしょう。,kare ra ha basu de kouen he kuru deshou .,They're coming to the park by bus.
彼らはバケツで水を運んだ。,kare ra ha baketsu de mizu wo hakon da .,They carried water in buckets.
彼らははずかしくてうなだれた。,kare ra ha hazukashiku te unadare ta .,They hung their heads in shame.
彼らはパイロットに海軍のヘリコプターを操縦させた。,kare ra ha pairotto ni kaigun no herikoputaa wo soujuu sa se ta .,They made the pilot fly the Navy helicopter.
彼らはパイロットです。,kare ra ha pairotto desu .,They are pilots.
彼らはパーティーの計画を論じ合った。,kare ra ha paateii no keikaku wo ronjiatsu ta .,They discussed the plans for the party.
彼らはパーティーで楽しく過ごした。,kare ra ha paateii de tanoshiku sugoshi ta .,They enjoyed themselves at the party.
彼らはニューヨークを経由してパリに飛んだ。,kare ra ha nyuuyooku wo keiyu shi te pari ni ton da .,They flew to Paris by way of New York.
彼らはニューヨークへ向け出発した。,kare ra ha nyuuyooku he muke shuppatsu shi ta .,They set out for New York.
彼らはニュースが漏れないように努めた。,kare ra ha nyuusu ga more nai you ni tsutome ta .,They tried to prevent the news from leaking out.
彼らはなんとスキーがへたなんだろう。,kare ra ha nan to sukii ga heta na n darou .,How badly they ski!
彼らはなんて熱心に働くのだろう。,kare ra ha nan te nesshin ni hataraku no darou .,How hard they work!
彼らはなんてすてきなカップルなんだろう。,kare ra ha nan te suteki na kappuru na n darou .,What a nice couple they are!
彼らはなぜ彼が退職したいのか理由を知りたがった。,kare ra ha naze kare ga taishoku shi tai no ka riyuu wo shiri tagatsu ta .,They wanted to know on what grounds he wished to quit.
彼らはなぜ乗客名簿を作らなかったのだろう。,kare ra ha naze joukyaku meibo wo tsukura nakatsu ta no darou .,Why didn't they draw up a passenger list?
彼らはなぜあんなに卑屈に彼に仕えたのか。,kare ra ha naze anna ni hikutsu ni kare ni tsukae ta no ka .,Why did they wait upon him so servilely?
彼らはながながと昔話をした。,kare ra ha naganaga to mukashibanashi wo shi ta .,They had a long chat about the old days.
彼らはなおもこの理論を固守した。,kare ra ha nao mo kono riron wo koshu shi ta .,They still clung to this doctrine.
彼らはナイフとフォークで食事をする。,kare ra ha naifu to fooku de shokuji wo suru .,They eat with a knife and fork.
彼らはどんな困難をトムが若いころに経験してきたかを知らない。,kare ra ha donna konnan wo tomu ga wakai koro ni keiken shi te ki ta ka wo shira nai .,They don't know what difficulties Tom went through in his youth.
彼らはどんどん歩きつづけた。,kare ra ha dondon aruki tsuzuke ta .,They kept on walking.
彼らはとりでを敵軍の手に渡した。,kare ra ha toride wo tekigun no te ni watashi ta .,They abandoned the fort to the enemy.
彼らはとりでをインディアンの手に渡した。,kare ra ha toride wo indian no te ni watashi ta .,They abandoned the fort to the Indians.
彼らはトランプをするためテーブルの周りに座りました。,kare ra ha toranpu wo suru tame teeburu no mawari ni suwari mashi ta .,They sat around the table to play cards.
彼らはトランプをしないかと誘ってくれた。,kare ra ha toranpu wo shi nai ka to sasotsu te kure ta .,They invited me to play cards.
彼らはトランプをして時間をつぶした。,kare ra ha toranpu wo shi te jikan wo tsubushi ta .,They killed time playing cards.
彼らはドライバーに損害賠償を請求した。,kare ra ha doraibaa ni songai baishou wo seikyuu shi ta .,They demanded damages from the driver.
彼らはともに独身だ。,kare ra ha tomo ni dokushin da .,They are both unmarried.
彼らはともに素晴らしい時を過ごした。,kare ra ha tomo ni subarashii toki wo sugoshi ta .,They had a lovely time together.
彼らはトムを嫌っていた。,kare ra ha tomu wo kiratsu te i ta .,They hated Tom.
彼らはトムの誕生日のパーティーの準備をするだろう。,kare ra ha tomu no tanjou nichi no paateii no junbi wo suru darou .,They will get up a party for Tom's birthday.
彼らはとなりに住んでいる。,kare ra ha tonari ni sun de iru .,They live next door.
彼らはとても陽気だ。,kare ra ha totemo youki da .,They are very cheerful.
彼らはとても貧乏で食べ物を買うお金もなかった。,kare ra ha totemo binbou de tabemono wo kau o kin mo nakatsu ta .,They were so poor that they had little money to buy food with.
彼らはとても疲れていたので、それ以上働けなかった。,"kare ra ha totemo tsukare te i ta no de , sore ijou hatarake nakatsu ta .",They were too tired to work any more.
彼らはとても親切だ。,kare ra ha totemo shinsetsu da .,They are very kind.
彼らはとても喜ぶでしょう。,kare ra ha totemo yorokobu deshou .,They will be very glad.
彼らはとても楽しい時を過ごしている。,kare ra ha totemo tanoshii toki wo sugoshi te iru .,They are having a really good time.
彼らはとてもよく似ているのでどっちがどっちかわからない。,kare ra ha totemo yoku ji te iru no de dotchi ga dotchi ka wakara nai .,They are so alike that I can't tell which is which.
彼らはどちらも正直ではない。,kare ra ha dochira mo shoujiki de ha nai .,Either of them is honest.
彼らはどちらもとてもかわいいです。,kare ra ha dochira mo totemo kawaii desu .,Both of them are very cute.
彼らはどこへ行ったらよいかわからなかった。,kare ra ha doko he itsu tara yoi ka wakara nakatsu ta .,They couldn't think where to go.
彼らはどこから来たの。,kare ra ha doko kara rai ta no .,Where did they come from?
彼らはどこからともなく突然現れた。,kare ra ha doko kara to mo naku totsuzen araware ta .,They suddenly appeared from nowhere.
彼らはときどきその町を訪れた。,kare ra ha tokidoki sono machi wo otozure ta .,They visited the town every now and then.
彼らは時々一緒に映画を見に行く。,kare ra ha tokidoki issho ni eiga wo ken ni iku .,They go to the movies together once in a while.
彼は、なんだかんだ言って支払いを延期した。,"kare ha , nan da kan da itsutsu te shiharai wo enki shi ta .",He delayed payment on some pretext or other.
彼らはとおりを並んで歩いていた。,kare ra ha toori wo naran de arui te i ta .,They walked along the street side by side.
彼らはトーナメントでの勝利を過大に評価した。,kare ra ha toonamento de no shouri wo kadai ni hyouka shi ta .,They made much of the victory of their team in the tournament.
彼らはどうやらなんとか遅れずに到着できた。,kare ra ha dou yara nan to ka okure zu ni touchaku deki ta .,They contrived to arrive in time after all.
彼らはどうも性が合わない。,kare ra ha dou mo sei ga awa nai .,They are not suited to each other.
彼らはとうとう目的を達成した。,kare ra ha toutou mokuteki wo tassei shi ta .,They attained their purpose at last.
彼らはとうとう私達の結婚に同意した。,kare ra ha toutou watashi tooru no kekkon ni doui shi ta .,They consented to our marriage at last.
彼らはどうしてこんな事ができるのでしょうか。,kare ra ha dou shi te konna koto ga dekiru no deshou ka .,How can they do this?
彼らはドアを押し開けた。,kare ra ha doa wo oshihirake ta .,They burst the door open.
彼らはドアをぶち破った。,kare ra ha doa wo buchi yabutsu ta .,They beat the door in.
彼らはテントを張る場所を探していた。,kare ra ha tento wo haru basho wo sagashi te i ta .,They were looking for a place at which they could pitch the tent.
彼らはテレビで新製品を広告した。,kare ra ha terebi de shin seihin wo koukoku shi ta .,They advertised a new product on TV.
彼らはテレビゲームをして楽しんだ。,kare ra ha terebi geemu wo shi te tanoshin da .,They amused themselves by playing a video game.
彼らはテニスをしていました。,kare ra ha tenisu wo shi te i mashi ta .,They were playing tennis.
彼らはできるだけ早い時期に結婚したいと思った。,kare ra ha dekiru dake hayai jiki ni kekkon shi tai to omotsu ta .,They wanted to get married as soon as they could.
彼らはテーブルをはさんで向かい合った。,kare ra ha teeburu wo hasan de mukaiatsu ta .,They confronted each other across the table.
彼らはテーブルの周りに座ってトランプをしていた。,kare ra ha teeburu no mawari ni suwatsu te toranpu wo shi te i ta .,They sat around the table playing cards.
彼らはディズニーランドを訪れて、そこでたくさんのショーを見て楽しんだ。,"kare ra ha dizunii rando wo otozure te , soko de takusan no shoo wo ken te tanoshin da .","They visited Disneyland, where they enjoyed seeing many kinds of shows."
彼らはつまらないことで互いにけんかをした。,kare ra ha tsumara nai koto de tagai ni kenka wo shi ta .,They fell out with each other over trifles.
彼らはつまらないことで喧嘩をした。,kare ra ha tsumara nai koto de kenka wo shi ta .,They fell out with each other over trifles.
彼らはつい先日引っ越してきた。,kare ra ha tsui senjitsu hikkoshi te ki ta .,They moved in just the other day.
彼らはついに武力に訴えた。,kare ra ha tsuini buryoku ni uttae ta .,They finally appeared to arms.
彼らはついに視野から消えた。,kare ra ha tsuini shiya kara kie ta .,They went out of sight at last.
彼らはついに視界から消えた。,kare ra ha tsuini shikai kara kie ta .,They went out of sight at last.
彼らはついに私たちの提案に同意した。,kare ra ha tsuini watashi tachi no teian ni doui shi ta .,They finally consented to our suggestion.
彼らはついに山頂に着いた。,kare ra ha tsuini sanchou ni tsui ta .,They finally reached the top of the mountain.
彼らはついにそれが真実だと認めた。,kare ra ha tsuini sore ga shinjitsu da to mitome ta .,They finally acknowledged it as true.
彼らはチンパンジーを見て面白がっている。,kare ra ha chinpanjii wo ken te omoshiro gatsu te iru .,They are amused at the sight of chimpanzees.
彼らはチョーサーを英詩の父と呼んだ。,kare ra ha choosaa wo eishi no chichi to yon da .,They referred to Chaucer as the father of English poetry.
彼らはちょうどまにあった。,kare ra ha choudo maniatsu ta .,They were just in time.
彼らはちょうど今学校から帰ってきた。,kare ra ha choudo ima gakkou kara kaetsu te ki ta .,They came home from school just now.
彼らはちゃんと面倒見てもらえるでしょう。,kare ra ha chanto mendou ken te moraeru deshou .,They will be taken good care of.
彼らはチェスをしています。,kare ra ha chesu wo shi te i masu .,They are playing chess.
彼らはチェスに没頭しています。,kare ra ha chesu ni bottou shi te i masu .,They are engaged in playing chess.
彼らはだらしのない生活をしている。,kare ra ha darashi no nai seikatsu wo shi te iru .,They are leading a loose life.
彼らはたまたま並んで歩いた。,kare ra ha tamatama naran de arui ta .,They happened to walk side by side.
彼らはたった今ついた。,kare ra ha tatta ima tsui ta .,They have just arrived.
彼らはただちに病人を病院に送った。,kare ra ha tadachini byounin wo byouin ni okutsu ta .,They lost no time in getting the sick man to a hospital.
彼らはただちに医者を呼びにやった。,kare ra ha tadachini isha wo yobi ni yatsu ta .,They sent for a doctor at once.
彼らはたき火の側に座りました。,kare ra ha takihi no gawa ni suwari mashi ta .,They sat down by the fire.
彼らはダーウィンの進化論に反対した。,kare ra ha daauin no shinka ron ni hantai shi ta .,They opposed Darwin's theory of evolution.
彼らはそんなに早くおきられないでしょう。,kare ra ha sonna ni hayaku oki rare nai deshou .,They won't be able to get up so early.
彼らはそんなに悪い連中ではない。,kare ra ha sonna ni warui renchuu de ha nai .,They aren't such a bad lot.
彼らはそんなに悪いやつらではない。,kare ra ha sonna ni warui yatsu ra de ha nai .,They're not such a bad lot.
彼らはそわそわしている。,kare ra ha sowasowa shi te iru .,They're on pins and needles.
彼らはそれ以上遊ぶ気がしなかった。,kare ra ha sore ijou asobu ki ga shi nakatsu ta .,They didn't feel like playing any more.
彼らはそれを私に与えた。,kare ra ha sore wo watashi ni atae ta .,They gave it to me.
彼らはそれをはじめからずっと知っていたに違いない。,kare ra ha sore wo hajime kara zutto shitsu te i ta ni chigai nai .,They must have known it all along.
彼らはそれをどのようにするかを知らない。,kare ra ha sore wo dono you ni suru ka wo shira nai .,They do not know how to do it.
彼らはそれで合意に達するだろう。,kare ra ha sore de goui ni tassuru darou .,They will agree on that.
彼らはそれぞれ賞をもらった。,kare ra ha sorezore shou wo moratsu ta .,Each of them was given a prize.
彼らはそれぞれの道を行った。,kare ra ha sorezore no michi wo itsu ta .,They went their separate ways.
彼らはそれぞれの歌を歌った。,kare ra ha sorezore no uta wo utatsu ta .,Each of them sang a song.
彼らはそれぞれの家に帰った。,kare ra ha sorezore no ie ni kaetsu ta .,They went home to their respective houses.
彼らはそれが本当だと言い張った。,kare ra ha sore ga hontou da to iihatsu ta .,They asserted that it was true.
彼らはそれが新しい元素に違いないと信じました。,kare ra ha sore ga atarashii genso ni chigai nai to shinji mashi ta .,They believed that it must be a new element.
彼らはそれからはずっと幸せに暮らしました。,kare ra ha sore kara ha zutto shiawase ni kurashi mashi ta .,They lived happily ever afterward.
彼らはソフトウエア製品を扱っている。,kare ra ha sofutouea seihin wo atsukatsu te iru .,They deal in software products.
彼らはその惑星に移り住む人たちを送り出した。,kare ra ha sono wakusei ni utsurisumu nin tachi wo okuridashi ta .,They sent some people to live on the planet.
彼らはその列車に乗り遅れたかもしれない。,kare ra ha sono ressha ni nori okure ta ka mo shire nai .,They may have missed the train.
彼らはその列車に乗りそこねた。,kare ra ha sono ressha ni nori sokone ta .,They missed the train.
彼らはその旅行者をあたたかく歓迎した。,kare ra ha sono ryokou mono wo atatakaku kangei shi ta .,They accorded a warm welcome to the traveler.
彼らはその薬を自由に取って飲んだ。,kare ra ha sono kusuri wo jiyuu ni totsu te non da .,They helped themselves to the medicine.
彼らはその問題を論議した。,kare ra ha sono mondai wo rongi shi ta .,They discussed the problem.
彼らはその問題を未解決のままほっておいた。,kare ra ha sono mondai wo hitsuji kaiketsu no mama hotsu te oi ta .,They left the problem unsolved.
彼らはその問題を詳細に論じた。,kare ra ha sono mondai wo shousai ni ronji ta .,They discussed the matter at large.
彼らはその問題を軽く見ているようだ。,kare ra ha sono mondai wo karuku ken te iru you da .,They seem to make nothing of the problem.
彼らはその問題を解決するために大変努力した。,kare ra ha sono mondai wo kaiketsu suru tame ni taihen doryoku shi ta .,They made a great effort to settle the problem.
彼はその問題を解こうと努力した。,kare ha sono mondai wo tokou to doryoku shi ta .,He exerted himself to solve the problem.
彼らはその問題の調査をはじめた。,kare ra ha sono mondai no chousa wo hajime ta .,They began to look into the problem.
彼らはその問題に最終的な決着をつけた。,kare ra ha sono mondai ni saishuu teki na ketchaku wo tsuke ta .,They have solved the problem once and for all.
彼らはその問題に関する討議を始めた。,kare ra ha sono mondai ni kansuru tougi wo hajime ta .,They entered into a discussion about the issue.
彼らはその問題については見解が同じである。,kare ra ha sono mondai ni tsui te ha kenkai ga onaji de aru .,They hold the same opinion on that subject.
彼らはその木を切り倒した。,kare ra ha sono ki wo kiritaoshi ta .,They cut down the tree.
彼はその訪問者を居間に通した。,kare ha sono houmon mono wo ima ni toushi ta .,He let the visitor into the living room.
彼らはその宝石店に押し入った。,kare ra ha sono houseki mise ni oshiitsutsu ta .,They broke into the jewelry shop.
彼らはその宝石は災害をもたらすと信じていた。,kare ra ha sono houseki ha saigai wo motarasu to shinji te i ta .,They believed the jewel would bring disaster.
彼らはその報告書がすべての考え方に合うように修正した。,kare ra ha sono houkoku kaki ga subete no kangae hou ni au you ni shuusei shi ta .,They modified the report to accommodate all views.
彼らはその変化に素早く順応した。,kare ra ha sono henka ni subayaku junnou shi ta .,They adapted themselves to the change quickly.
彼らはその壁を白く塗った。,kare ra ha sono kabe wo shiroku nutsu ta .,They painted the wall white.
彼はその文章の文字どおりの意味を説明した。,kare ha sono bunshou no moji doori no imi wo setsumei shi ta .,He explained the literal meaning of the sentences.
彼らはその紛争を終わらせた。,kare ra ha sono funsou wo owara se ta .,They brought the trouble to an end.
彼らはその紛争に巻き込まれたくないと思った。,kare ra ha sono funsou ni makikoma re taku nai to omotsu ta .,They did not wish to become embroiled in the dispute.
彼らはその標識を壁に取り付けた。,kare ra ha sono hyoushiki wo kabe ni toritsuke ta .,They fixed the sign to the wall.
彼らはその美しい庭園を眺めていた。,kare ra ha sono utsukushii teien wo nagame te i ta .,They were looking on the beautiful garden.
彼らはその飛行機に乗り込んだ。,kare ra ha sono hikou ki ni norikon da .,They went aboard the plane.
彼らはその美しい景色にうっとりした。,kare ra ha sono utsukushii keshiki ni uttori shi ta .,They admired the lovely scenery.
彼らはその範疇に属さない。,kare ra ha sono hanchuu ni zokusa nai .,They don't belong under that category.
彼らはその犯罪者から彼の持つ権利を奪ってしまった。,kare ra ha sono hanzai mono kara kare no motsu kenri wo ubatsu te shimatsu ta .,They deprived the criminal of his rights.
彼らはその日暮らしをしなくてもすむようになる時を待ち望んでいた。,kare ra ha sono higurashi wo shi naku te mo sumu you ni naru toki wo machinozon de i ta .,They looked forward to a time when they would no longer have to live from hand to mouth.
彼らはその日暮らしをしている。,kare ra ha sono higurashi wo shi te iru .,They live from hand to mouth.
彼らはその日暮らしで生活をしている。,kare ra ha sono higurashi de seikatsu wo shi te iru .,They live from hand to mouth.
彼らはその日暮らしだ。,kare ra ha sono higurashi da .,They live from hand to mouth.
彼らはその難局をうまく切り抜けられなかった。,kare ra ha sono nankyoku wo umaku kirinuke rare nakatsu ta .,They could not cope with those difficulties.
彼らはその電車に間に合うために、すぐにでかければならない。,"kare ra ha sono densha ni maniau tame ni , sugu ni dekakere ba nara nai .",They had to leave at once to catch the train.
彼らはその伝統を次の世代に伝えなくてはならなかった。,kare ra ha sono dentou wo tsugi no sedai ni tsutae naku te ha nara nakatsu ta .,They had to pass the tradition on to the next generation.
彼らはその提案を採択した。,kare ra ha sono teian wo saitaku shi ta .,They adopted the proposal.
彼らはその著名な科学者に敬意を表して宴会を催した。,kare ra ha sono chomei na kagaku mono ni keii wo arawashi te enkai wo moyooshi ta .,They held a party in honor of the famous scientist.
彼らはその知らせを聞いてびっくりした。,kare ra ha sono shirase wo kii te bikkuri shi ta .,They were alarmed at the news.
彼らはその知らせに基づいて行動した。,kare ra ha sono shirase ni motozui te koudou shi ta .,They acted on the information.
彼らはその知らせにりつ然とした。,kare ra ha sono shirase ni ritsuzen to shi ta .,They were horror stricken at the news.
彼らはその知らせで急に不安になった。,kare ra ha sono shirase de kyuu ni fuan ni natsu ta .,They were alarmed at the news.
彼らはその男を社会にとって危険人物と考えた。,kare ra ha sono otoko wo shakai ni totsu te kiken jinbutsu to kangae ta .,They regarded the man as a danger to society.
彼らはその男の子が病院へ運ばれるのを見た。,kare ra ha sono otokonoko ga byouin he hakoba reru no wo ken ta .,They saw the boy carried away to the hospital.
彼らはその男のすぐ後ろについていった。,kare ra ha sono otoko no sugu ushiro ni tsui te itsu ta .,They followed hard after the man.
彼らはその男から所持品全てを奪い取った。,kare ra ha sono otoko kara shoji hin subete wo ubaitotsu ta .,They robbed the man of all his belongings.
彼らはその大学の学生である事を誇りに思っている。,kare ra ha sono daigaku no gakusei de aru koto wo hokori ni omotsu te iru .,They are very proud of being students of that college.
彼らはその体系を大変な思索と労力を費やして仕上げた。,kare ra ha sono taikei wo taihen na shisaku to rouryoku wo tsuiyashi te shiage ta .,They worked out the system with much thought and labor.
彼らはその村をニューアムステルダムと呼んだ。,kare ra ha sono mura wo nyuu amusuterudamu to yon da .,They called the village New Amsterdam.
彼らはその村に水を供給した。,kare ra ha sono mura ni mizu wo kyoukyuu shi ta .,They supplied the village with water.
彼らはその村にひっ越して、そこで幸せに暮らした。,"kare ra ha sono mura ni hitsu koshi te , soko de shiawase ni kurashi ta .","They moved to the village, where they lived a happy life."
彼らはその損失の埋め合わせをした。,kare ra ha sono sonshitsu no umeawase wo shi ta .,They compensated for the loss.
彼らはその船を岸にあげた。,kare ra ha sono fune wo kishi ni age ta .,They drew the boat on the beach.
彼らはその船をメイフラワーと名つけた。,kare ra ha sono fune wo meifurawaa to mei tsuke ta .,They named the ship the Mayflower.
彼らはその船が沈んでしまったのに違いないという結論に達した。,kare ra ha sono fune ga shizun de shimatsu ta no ni chigai nai to iu ketsuron ni tasshi ta .,They came to the conclusion that the ship must have sunk.
彼らはその泉で喉の渇きをいやした。,kare ra ha sono izumi de nodo no kawaki wo iyashi ta .,They satisfied their thirst at the spring.
彼らはその赤ん坊を桃太郎と名付けました。,kare ra ha sono akanbou wo momotarou to nazuke mashi ta .,They named the baby Momotarou.
彼らはその制度を改めた。,kare ra ha sono seido wo aratame ta .,They changed the system.
彼らはその新税法案を何時間も論じた。,kare ra ha sono shinzei houan wo nani jikan mo ronji ta .,They argued the new bill for hours.
彼らはその食事に満足していた。,kare ra ha sono shokuji ni manzoku shi te i ta .,They were satisfied with the meals.
彼らはその条件を満たすことが出来なかった。,kare ra ha sono jouken wo mitasu koto ga deki nakatsu ta .,They failed to fulfill the conditions.
彼らはその場所を見つけ出すのに苦労した。,kare ra ha sono basho wo mitsuke dasu no ni kurou shi ta .,They had trouble finding the place.
彼らはその情報を軽んじた。,kare ra ha sono jouhou wo karonji ta .,They did not think anything of the news.
彼らはその場所に近づかなかった。,kare ra ha sono basho ni chikazuka nakatsu ta .,They stayed away from the place.
彼らはその場から立ち去りました。,kare ra ha sono ba kara tachisari mashi ta .,They got away from the place.
彼らはその証人を買収しようとしたがだめだった。,kare ra ha sono shounin wo baishuu shiyou to shi ta ga dame datsu ta .,They attempted in vain to bribe the witness.
彼らはその少年を助けに行った。,kare ra ha sono shounen wo tasuke ni itsu ta .,They went to the boy's rescue.
彼らはその少年の面倒を見た。,kare ra ha sono shounen no mendou wo ken ta .,They looked after the boy.
彼らはその少女を養女にした。,kare ra ha sono shoujo wo youjo ni shi ta .,They adopted the little girl.
彼らはその少女を捜した。,kare ra ha sono shoujo wo sagashi ta .,They searched for the girl.
彼らはその少女は小柄だと言った。,kare ra ha sono shoujo ha kogara da to itsutsu ta .,They described the girl as being small.
彼らはその小説をドラマ化した。,kare ra ha sono shousetsu wo dorama ka shi ta .,They made the novel into a drama.
彼らはその書物を日光に当てた。,kare ra ha sono shomotsu wo nikkou ni ate ta .,They exposed the books to the sun.
彼らはその囚人を釈放した。,kare ra ha sono shuujin wo shakuhou shi ta .,They released the prisoner.
彼らはその車が残していった跡を追った。,kare ra ha sono kuruma ga nokoshi te itsu ta ato wo otsu ta .,They followed the tracks the car had left.
彼らはその事柄を調査している。,kare ra ha sono kotogara wo chousa shi te iru .,They are inquiring into the matter.
彼らはその事実を知っているらしい。,kare ra ha sono jijitsu wo shitsu te iru rashii .,They appear to know the fact.
彼らはその事実に気づいているようだ。,kare ra ha sono jijitsu ni kizui te iru you da .,They seem to be conscious of the fact.
彼らはその事故の深刻さを理解できなかった。,kare ra ha sono jiko no shinkoku sa wo rikai deki nakatsu ta .,They couldn't comprehend the seriousness of the matter.
彼らはその事故の原因を調べることに意見が一致した。,kare ra ha sono jiko no gen'in wo shiraberu koto ni iken ga itchi shi ta .,They agreed to look into the causes of the accident.
彼らはその事故について異なる説明をした。,kare ra ha sono jiko ni tsui te kotonaru setsumei wo shi ta .,They gave different versions of the accident.
彼らはその事件を法廷に持ち出した。,kare ra ha sono jiken wo houtei ni mochidashi ta .,They submitted the case to the court.
彼らはその事件を調査するつもりです。,kare ra ha sono jiken wo chousa suru tsumori desu .,They are going to investigate the affair.
彼らはその事件を調査している。,kare ra ha sono jiken wo chousa shi te iru .,They are looking into the problem.
彼らはその事件のことを調査している。,kare ra ha sono jiken no koto wo chousa shi te iru .,They are looking into the problem.
彼らはその事業に多額の金を使った。,kare ra ha sono jigyou ni tagaku no kin wo tsukatsu ta .,They spent a good deal of money on the project.
彼らはその事をほのめかしさえしなかった。,kare ra ha sono koto wo honomekashi sae shi nakatsu ta .,They didn't so much as hint at it.
彼らはその試合に興奮した。,kare ra ha sono shiai ni koufun shi ta .,They were excited at the game.
彼らはその市の急速な発展に驚いた。,kare ra ha sono shi no kyuusoku na hatten ni odoroi ta .,They were surprised at the city's rapid growth.
彼らはその仕事を終わって家へ帰った。,kare ra ha sono shigoto wo owatsu te ie he kaetsu ta .,They went home after they had finished the task.
彼らはその仕事を終えていませんね。,kare ra ha sono shigoto wo oe te i mase n ne .,"They haven't finished the work, have they?"
彼らはその仕事を仕上げてしまった。,kare ra ha sono shigoto wo shiage te shimatsu ta .,They had the work finished.
彼らはその作業を私たちに割り当てた。,kare ra ha sono sagyou wo watashi tachi ni wariate ta .,They assigned the task to us.
彼らはその作家を一流だと思った。,kare ra ha sono sakka wo ichiryuu da to omotsu ta .,They looked on the writer as first-rate.
彼らはその国を侵略した。,kare ra ha sono kuni wo shinryaku shi ta .,They invaded the country.
彼らはその高地を敵軍に明け渡した。,kare ra ha sono kouchi wo tekigun ni akewatashi ta .,They abandoned the hill to enemy forces.
彼らはその講義をたいへん注意深く聞いた。,kare ra ha sono kougi wo taihen chuui fukaku kii ta .,They attended the lecture.
彼らはその光景を重大視した。,kare ra ha sono koukei wo juudai shi shi ta .,They made much of what they saw.
彼らはその光景に感動せずにはいられなかった。,kare ra ha sono koukei ni kandou se zu ni ha i rare nakatsu ta .,They could not help being touched.
彼らはその光景に感動しないではいられなかった。,kare ra ha sono koukei ni kandou shi nai de ha i rare nakatsu ta .,They could not help being touched by the sight.
彼らはその交渉に成功した。,kare ra ha sono koushou ni seikou shi ta .,They succeeded in the negotiation.
彼らはその後ずっと幸せに暮らしました。,kare ra ha sono nochi zutto shiawase ni kurashi mashi ta .,They lived happily ever after.
彼らはその湖を遠回りしていった。,kare ra ha sono mizuumi wo toomawari shi te itsu ta .,They went around the lake.
彼らはその孤児を養子にした。,kare ra ha sono koji wo youshi ni shi ta .,They adopted the orphan.
彼らはその古い家を取り壊した。,kare ra ha sono furui ie wo torikowashi ta .,They broke down the old house.
彼らはその犬をロッキーと呼びました。,kare ra ha sono inu wo rokkii to yobi mashi ta .,They called the dog Rocky.
彼らはその犬をめったうちにした。,kare ra ha sono inu wo metta uchi ni shi ta .,They beat the dog to a pulp.
彼らはその犬にシロと名付けた。,kare ra ha sono inu ni shiro to nazuke ta .,They named the dog Shiro.
彼らはその建物を保存してきた。,kare ra ha sono tatemono wo hozon shi te ki ta .,They have preserved the building.
彼らはその建物の見える所へやってきた。,kare ra ha sono tatemono no mieru tokoro he yatsu te ki ta .,They came in sight of the building.
彼らはその建設が始まる時困った事が起きるだろうと思っている。,kare ra ha sono kensetsu ga hajimaru toki komatsu ta koto ga okiru darou to omotsu te iru .,They are anticipating trouble when the construction starts.
彼らはその件の深刻さを理解することができなかった。,kare ra ha sono ken no shinkoku sa wo rikai suru koto ga deki nakatsu ta .,They couldn't comprehend the seriousness of the matter.
彼らはその件について私に尋ねた。,kare ra ha sono ken ni tsui te watashi ni tazune ta .,They inquired of me about the matter.
彼らはその結果に満足した。,kare ra ha sono kekka ni manzoku shi ta .,They were satisfied with the result.
彼らはその警官の命令を無視した。,kare ra ha sono keikan no meirei wo mushi shi ta .,They defied the policeman's order.
彼らはその計画を直ちに実行に移すべきだと提案した。,kare ra ha sono keikaku wo tadachini jikkou ni utsusu beki da to teian shi ta .,They suggested that we should put the plan into practice right now.
彼らはその計画を実行した。,kare ra ha sono keikaku wo jikkou shi ta .,They carried out the project.
彼らはその計画を自分たちだけの秘密にした。,kare ra ha sono keikaku wo jibun tachi dake no himitsu ni shi ta .,They kept the plan among themselves.
彼らはその計画を断念した。,kare ra ha sono keikaku wo dannen shi ta .,They abandoned the plan.
彼らはその計画の実行を急いだ。,kare ra ha sono keikaku no jikkou wo isoi da .,They hastened to execute the plan.
彼らはその計画の経済面について話し合った。,kare ra ha sono keikaku no keizai men ni tsui te hanashiatsu ta .,They discussed the economics of the project.
彼らはその計画に賛成だ。,kare ra ha sono keikaku ni sansei da .,They are in favor of the plan.
彼らはその計画にも参加している。,kare ra ha sono keikaku ni mo sanka shi te iru .,They are concerned with the project also.
彼らはその計画について長時間話し合った。,kare ra ha sono keikaku ni tsui te chou jikan hanashiatsu ta .,They talked over the plan for hours.
